Country,Year,Sub_commodity,Export/Import,Quantity in metric tons,Trade Value in 1000 USD
Malawi,1994,titanium ores and concentrates,Import,71591,5769
Malawi,1995,titanium ores and concentrates,Import,0,0
Malawi,1996,titanium ores and concentrates,Import,117628,16777
Malawi,1997,titanium ores and concentrates,Import,132420,14160
Malawi,1998,titanium ores and concentrates,Import,93523,9377
Malawi,1999,titanium ores and concentrates,Import,0,0
Malawi,2000,titanium ores and concentrates,Import,0,0
Malawi,2001,titanium ores and concentrates,Import,0,0
Malawi,2002,titanium ores and concentrates,Import,0,0
Malawi,2003,titanium ores and concentrates,Import,0,0
Malawi,2004,titanium ores and concentrates,Import,0,0
Malawi,2005,titanium ores and concentrates,Import,0,0
Malawi,2006,titanium ores and concentrates,Import,0,0
Malawi,2007,titanium ores and concentrates,Import,0,0
Malawi,2008,titanium ores and concentrates,Import,0,0
Malawi,2009,titanium ores and concentrates,Import,0,0
Malawi,2010,titanium ores and concentrates,Import,0,0
Malawi,2011,titanium ores and concentrates,Import,0,0
Malawi,2012,titanium ores and concentrates,Import,0,0
Malawi,2013,titanium ores and concentrates,Import,0,0
Malawi,2014,titanium ores and concentrates,Import,0,0
Malawi,2015,titanium ores and concentrates,Import,0,0
Malawi,2016,titanium ores and concentrates,Import,0,0
Malawi,2017,titanium ores and concentrates,Import,0,0
Malawi,2018,titanium ores and concentrates,Import,1,0
Malawi,2019,titanium ores and concentrates,Import,5,6
Malawi,2020,titanium ores and concentrates,Import,0,0
Malawi,2021,titanium ores and concentrates,Import,0,0
Malawi,2022,titanium ores and concentrates,Import,0,0
Malawi,2023,titanium ores and concentrates,Import,0,0
Mexico,1992,titanium ores and concentrates,Export,0,1
Mexico,1993,titanium ores and concentrates,Export,0,0
Mexico,1994,titanium ores and concentrates,Export,0,0
Mexico,1995,titanium ores and concentrates,Export,42,96
Mexico,1996,titanium ores and concentrates,Export,0,0
Mexico,1997,titanium ores and concentrates,Export,0,2
Mexico,1998,titanium ores and concentrates,Export,0,0
Mexico,1999,titanium ores and concentrates,Export,0,0
Mexico,2000,titanium ores and concentrates,Export,0,0
Mexico,2001,titanium ores and concentrates,Export,0,0
Mexico,2002,titanium ores and concentrates,Export,0,0
Mexico,2003,titanium ores and concentrates,Export,8,25
Mexico,2004,titanium ores and concentrates,Export,19,15
Mexico,2005,titanium ores and concentrates,Export,0,0
Mexico,2006,titanium ores and concentrates,Export,0,2
Mexico,2007,titanium ores and concentrates,Export,139,218
Mexico,2008,titanium ores and concentrates,Export,306,352
Mexico,2009,titanium ores and concentrates,Export,303,295
Mexico,2010,titanium ores and concentrates,Export,104,104
Mexico,2011,titanium ores and concentrates,Export,7051,8289
Mexico,2012,titanium ores and concentrates,Export,23475,5128
Mexico,2013,titanium ores and concentrates,Export,15243,3367
Mexico,2014,titanium ores and concentrates,Export,0,0
Mexico,2015,titanium ores and concentrates,Export,N/A,1073
Mexico,2016,titanium ores and concentrates,Export,0,0
Mexico,2017,titanium ores and concentrates,Export,1910,1143
Mexico,2018,titanium ores and concentrates,Export,433,342
Mexico,2019,titanium ores and concentrates,Export,354,325
Mexico,2020,titanium ores and concentrates,Export,0,0
Mexico,2021,titanium ores and concentrates,Export,0,0
Mexico,2022,titanium ores and concentrates,Export,0,0
Mexico,2023,titanium ores and concentrates,Export,0,0
Mexico,1992,titanium ores and concentrates,Import,73561,4497
Mexico,1993,titanium ores and concentrates,Import,92761,5828
Mexico,1994,titanium ores and concentrates,Import,113442,14762
Mexico,1995,titanium ores and concentrates,Import,127723,14773
Mexico,1996,titanium ores and concentrates,Import,143962,12064
Mexico,1997,titanium ores and concentrates,Import,119903,13410
Mexico,1998,titanium ores and concentrates,Import,176229,15303
Mexico,1999,titanium ores and concentrates,Import,169736,17439
Mexico,2000,titanium ores and concentrates,Import,238079,21286
Mexico,2001,titanium ores and concentrates,Import,100451,13005
Mexico,2002,titanium ores and concentrates,Import,168273,20727
Mexico,2003,titanium ores and concentrates,Import,244836,25559
Mexico,2004,titanium ores and concentrates,Import,258299,31277
Mexico,2005,titanium ores and concentrates,Import,224560,32219
Mexico,2006,titanium ores and concentrates,Import,203399,29730
Mexico,2007,titanium ores and concentrates,Import,190094,41554
Mexico,2008,titanium ores and concentrates,Import,107626,23048
Mexico,2009,titanium ores and concentrates,Import,64747,32292
Mexico,2010,titanium ores and concentrates,Import,112820,50134
Mexico,2011,titanium ores and concentrates,Import,80040,26157
Mexico,2012,titanium ores and concentrates,Import,87860,50412
Mexico,2013,titanium ores and concentrates,Import,104165,37244
Mexico,2014,titanium ores and concentrates,Import,N/A,24139
Mexico,2015,titanium ores and concentrates,Import,N/A,29480
Mexico,2016,titanium ores and concentrates,Import,N/A,21884
Mexico,2017,titanium ores and concentrates,Import,81883,60881
Mexico,2018,titanium ores and concentrates,Import,N/A,48889
Mexico,2019,titanium ores and concentrates,Import,34229,39879
Mexico,2020,titanium ores and concentrates,Import,N/A,46794
Mexico,2021,titanium ores and concentrates,Import,28326,11038
Mexico,2022,titanium ores and concentrates,Import,44301,21732
Mexico,2023,titanium ores and concentrates,Import,3277,6890
Moldova,1992,titanium ores and concentrates,Export,0,0
Moldova,1993,titanium ores and concentrates,Export,0,0
Moldova,1994,titanium ores and concentrates,Export,0,0
Moldova,1995,titanium ores and concentrates,Export,0,0
Moldova,1996,titanium ores and concentrates,Export,0,0
Moldova,1997,titanium ores and concentrates,Export,0,0
Moldova,1998,titanium ores and concentrates,Export,0,0
Moldova,1999,titanium ores and concentrates,Export,0,0
Moldova,2000,titanium ores and concentrates,Export,0,0
Moldova,2001,titanium ores and concentrates,Export,0,0
Moldova,2002,titanium ores and concentrates,Export,80,38
Moldova,2003,titanium ores and concentrates,Export,1906,935
Moldova,2004,titanium ores and concentrates,Export,3441,1737
Moldova,2005,titanium ores and concentrates,Export,196,104
Moldova,2006,titanium ores and concentrates,Export,0,0
Moldova,2007,titanium ores and concentrates,Export,76,39
Moldova,2008,titanium ores and concentrates,Export,0,0
Moldova,2009,titanium ores and concentrates,Export,0,0
Moldova,2010,titanium ores and concentrates,Export,0,0
Moldova,2011,titanium ores and concentrates,Export,0,0
Moldova,2012,titanium ores and concentrates,Export,0,0
Moldova,2013,titanium ores and concentrates,Export,0,0
Moldova,2014,titanium ores and concentrates,Export,0,0
Moldova,2015,titanium ores and concentrates,Export,0,0
Moldova,2016,titanium ores and concentrates,Export,0,0
Moldova,2017,titanium ores and concentrates,Export,0,0
Moldova,2018,titanium ores and concentrates,Export,0,0
Moldova,2019,titanium ores and concentrates,Export,0,0
Moldova,2020,titanium ores and concentrates,Export,0,0
Moldova,2021,titanium ores and concentrates,Export,0,0
Moldova,2022,titanium ores and concentrates,Export,0,0
Moldova,2023,titanium ores and concentrates,Export,0,0
Moldova,1992,titanium ores and concentrates,Import,0,0
Moldova,1993,titanium ores and concentrates,Import,0,0
Moldova,1994,titanium ores and concentrates,Import,0,0
Moldova,1995,titanium ores and concentrates,Import,0,0
Moldova,1996,titanium ores and concentrates,Import,0,0
Moldova,1997,titanium ores and concentrates,Import,0,0
Moldova,1998,titanium ores and concentrates,Import,4,3
Moldova,1999,titanium ores and concentrates,Import,0,0
Moldova,2000,titanium ores and concentrates,Import,0,0
Moldova,2001,titanium ores and concentrates,Import,0,0
Moldova,2002,titanium ores and concentrates,Import,268,92
Moldova,2003,titanium ores and concentrates,Import,1831,614
Moldova,2004,titanium ores and concentrates,Import,3524,1258
Moldova,2005,titanium ores and concentrates,Import,0,0
Moldova,2006,titanium ores and concentrates,Import,0,0
Moldova,2007,titanium ores and concentrates,Import,0,0
Moldova,2008,titanium ores and concentrates,Import,0,0
Moldova,2009,titanium ores and concentrates,Import,0,0
Moldova,2010,titanium ores and concentrates,Import,0,0
Moldova,2011,titanium ores and concentrates,Import,0,0
Moldova,2012,titanium ores and concentrates,Import,0,0
Moldova,2013,titanium ores and concentrates,Import,0,0
Moldova,2014,titanium ores and concentrates,Import,0,0
Moldova,2015,titanium ores and concentrates,Import,0,0
Moldova,2016,titanium ores and concentrates,Import,15,16
Moldova,2017,titanium ores and concentrates,Import,11,13
Moldova,2018,titanium ores and concentrates,Import,0,0
Moldova,2019,titanium ores and concentrates,Import,0,0
Moldova,2020,titanium ores and concentrates,Import,0,0
Moldova,2021,titanium ores and concentrates,Import,0,0
Moldova,2022,titanium ores and concentrates,Import,0,0
Moldova,2023,titanium ores and concentrates,Import,0,0
Montenegro,1992,titanium ores and concentrates,Export,0,0
Montenegro,1993,titanium ores and concentrates,Export,0,0
Montenegro,1994,titanium ores and concentrates,Export,0,0
Montenegro,1995,titanium ores and concentrates,Export,0,0
Montenegro,1996,titanium ores and concentrates,Export,0,0
Montenegro,1997,titanium ores and concentrates,Export,0,0
Montenegro,1998,titanium ores and concentrates,Export,0,0
Montenegro,1999,titanium ores and concentrates,Export,0,0
Montenegro,2000,titanium ores and concentrates,Export,0,0
Montenegro,2001,titanium ores and concentrates,Export,0,0
Montenegro,2002,titanium ores and concentrates,Export,0,0
Montenegro,2003,titanium ores and concentrates,Export,0,0
Montenegro,2004,titanium ores and concentrates,Export,0,0
Montenegro,2005,titanium ores and concentrates,Export,0,0
Montenegro,2006,titanium ores and concentrates,Export,0,0
Montenegro,2007,titanium ores and concentrates,Export,0,0
Montenegro,2008,titanium ores and concentrates,Export,0,0
Montenegro,2009,titanium ores and concentrates,Export,0,0
Montenegro,2010,titanium ores and concentrates,Export,0,0
Montenegro,2011,titanium ores and concentrates,Export,0,0
Montenegro,2012,titanium ores and concentrates,Export,0,0
Montenegro,2013,titanium ores and concentrates,Export,0,0
Montenegro,2014,titanium ores and concentrates,Export,0,0
Montenegro,2015,titanium ores and concentrates,Export,0,0
Montenegro,2016,titanium ores and concentrates,Export,0,0
Montenegro,2017,titanium ores and concentrates,Export,0,0
Montenegro,2018,titanium ores and concentrates,Export,0,0
Montenegro,2019,titanium ores and concentrates,Export,0,0
Montenegro,2020,titanium ores and concentrates,Export,0,0
Montenegro,2021,titanium ores and concentrates,Export,0,0
Montenegro,2022,titanium ores and concentrates,Export,0,0
Montenegro,2023,titanium ores and concentrates,Export,0,0
Montenegro,1992,titanium ores and concentrates,Import,0,0
Montenegro,1993,titanium ores and concentrates,Import,0,0
Montenegro,1994,titanium ores and concentrates,Import,0,0
Montenegro,1995,titanium ores and concentrates,Import,0,0
Montenegro,1996,titanium ores and concentrates,Import,0,0
Montenegro,1997,titanium ores and concentrates,Import,0,0
Montenegro,1998,titanium ores and concentrates,Import,0,0
Montenegro,1999,titanium ores and concentrates,Import,0,0
Montenegro,2000,titanium ores and concentrates,Import,0,0
Montenegro,2001,titanium ores and concentrates,Import,0,0
Montenegro,2002,titanium ores and concentrates,Import,0,0
Montenegro,2003,titanium ores and concentrates,Import,0,0
Montenegro,2004,titanium ores and concentrates,Import,0,0
Montenegro,2005,titanium ores and concentrates,Import,0,0
Montenegro,2006,titanium ores and concentrates,Import,94,77
Montenegro,2007,titanium ores and concentrates,Import,75,62
Montenegro,2008,titanium ores and concentrates,Import,48,41
Montenegro,2009,titanium ores and concentrates,Import,20,16
Montenegro,2010,titanium ores and concentrates,Import,31,28
Montenegro,2011,titanium ores and concentrates,Import,15,26
Montenegro,2012,titanium ores and concentrates,Import,0,0
Montenegro,2013,titanium ores and concentrates,Import,0,0
Montenegro,2014,titanium ores and concentrates,Import,0,0
Montenegro,2015,titanium ores and concentrates,Import,0,0
Montenegro,2016,titanium ores and concentrates,Import,0,0
Montenegro,2017,titanium ores and concentrates,Import,0,0
Montenegro,2018,titanium ores and concentrates,Import,0,0
Montenegro,2019,titanium ores and concentrates,Import,0,0
Montenegro,2020,titanium ores and concentrates,Import,0,0
Montenegro,2021,titanium ores and concentrates,Import,0,0
Montenegro,2022,titanium ores and concentrates,Import,0,0
Montenegro,2023,titanium ores and concentrates,Import,0,0
Morocco,1992,titanium ores and concentrates,Export,0,0
Morocco,1993,titanium ores and concentrates,Export,0,0
Morocco,1994,titanium ores and concentrates,Export,0,0
Morocco,1995,titanium ores and concentrates,Export,0,0
Morocco,1996,titanium ores and concentrates,Export,0,0
Morocco,1997,titanium ores and concentrates,Export,0,0
Morocco,1998,titanium ores and concentrates,Export,0,0
Morocco,1999,titanium ores and concentrates,Export,0,0
Morocco,2000,titanium ores and concentrates,Export,0,0
Morocco,2001,titanium ores and concentrates,Export,0,0
Morocco,2002,titanium ores and concentrates,Export,0,0
Morocco,2003,titanium ores and concentrates,Export,0,0
Morocco,2004,titanium ores and concentrates,Export,0,0
Morocco,2005,titanium ores and concentrates,Export,0,0
Morocco,2006,titanium ores and concentrates,Export,0,0
Morocco,2007,titanium ores and concentrates,Export,0,0
Morocco,2008,titanium ores and concentrates,Export,0,0
Morocco,2009,titanium ores and concentrates,Export,0,0
Morocco,2010,titanium ores and concentrates,Export,0,0
Morocco,2011,titanium ores and concentrates,Export,0,0
Morocco,2012,titanium ores and concentrates,Export,0,0
Morocco,2013,titanium ores and concentrates,Export,0,0
Morocco,2014,titanium ores and concentrates,Export,0,0
Morocco,2015,titanium ores and concentrates,Export,0,0
Morocco,2016,titanium ores and concentrates,Export,0,0
Morocco,2017,titanium ores and concentrates,Export,0,0
Morocco,2018,titanium ores and concentrates,Export,0,0
Morocco,2019,titanium ores and concentrates,Export,0,0
Morocco,2020,titanium ores and concentrates,Export,0,0
Morocco,2021,titanium ores and concentrates,Export,0,0
Morocco,2022,titanium ores and concentrates,Export,0,0
Morocco,2023,titanium ores and concentrates,Export,18.176,1.54
Morocco,1992,titanium ores and concentrates,Import,0,0
Morocco,1993,titanium ores and concentrates,Import,N/A,249
Morocco,1994,titanium ores and concentrates,Import,210,218
Morocco,1995,titanium ores and concentrates,Import,168,203
Morocco,1996,titanium ores and concentrates,Import,174,245
Morocco,1997,titanium ores and concentrates,Import,217,267
Morocco,1998,titanium ores and concentrates,Import,303,331
Morocco,1999,titanium ores and concentrates,Import,376,375
Morocco,2000,titanium ores and concentrates,Import,339,258
Morocco,2001,titanium ores and concentrates,Import,428,258
Morocco,2002,titanium ores and concentrates,Import,385,204
Morocco,2003,titanium ores and concentrates,Import,398,234
Morocco,2004,titanium ores and concentrates,Import,316,208
Morocco,2005,titanium ores and concentrates,Import,438,349
Morocco,2006,titanium ores and concentrates,Import,263,209
Morocco,2007,titanium ores and concentrates,Import,445,370
Morocco,2008,titanium ores and concentrates,Import,472,397
Morocco,2009,titanium ores and concentrates,Import,332,297
Morocco,2010,titanium ores and concentrates,Import,461,401
Morocco,2011,titanium ores and concentrates,Import,938,1218
Morocco,2012,titanium ores and concentrates,Import,700,1629
Morocco,2013,titanium ores and concentrates,Import,648,1001
Morocco,2014,titanium ores and concentrates,Import,616,743
Morocco,2015,titanium ores and concentrates,Import,1137,1320
Morocco,2016,titanium ores and concentrates,Import,611,575
Morocco,2017,titanium ores and concentrates,Import,827,814
Morocco,2018,titanium ores and concentrates,Import,697,819
Morocco,2019,titanium ores and concentrates,Import,697,971
Morocco,2020,titanium ores and concentrates,Import,466,676
Morocco,2021,titanium ores and concentrates,Import,795,1246
Morocco,2022,titanium ores and concentrates,Import,625,1450
Morocco,2023,titanium ores and concentrates,Import,496,1084
Mozambique,1992,titanium ores and concentrates,Export,0,0
Mozambique,1993,titanium ores and concentrates,Export,0,0
Mozambique,1994,titanium ores and concentrates,Export,0,0
Mozambique,1995,titanium ores and concentrates,Export,0,0
Mozambique,1996,titanium ores and concentrates,Export,0,0
Mozambique,1997,titanium ores and concentrates,Export,0,0
Mozambique,1998,titanium ores and concentrates,Export,0,0
Mozambique,1999,titanium ores and concentrates,Export,0,0
Mozambique,2000,titanium ores and concentrates,Export,0,0
Mozambique,2001,titanium ores and concentrates,Export,N/A,0
Mozambique,2002,titanium ores and concentrates,Export,0,0
Mozambique,2003,titanium ores and concentrates,Export,52.185,2.56
Mozambique,2004,titanium ores and concentrates,Export,51.061,9.1
Mozambique,2005,titanium ores and concentrates,Export,0,0
Mozambique,2006,titanium ores and concentrates,Export,0,0
Mozambique,2007,titanium ores and concentrates,Export,12442.3,5133.69
Mozambique,2008,titanium ores and concentrates,Export,69423.3,28803.71
Mozambique,2009,titanium ores and concentrates,Export,83631.1,43810.98
Mozambique,2010,titanium ores and concentrates,Export,35317.7,19709.1
Mozambique,2011,titanium ores and concentrates,Export,993843,121975
Mozambique,2012,titanium ores and concentrates,Export,927816,211504.79
Mozambique,2013,titanium ores and concentrates,Export,1126930,126559.42
Mozambique,2014,titanium ores and concentrates,Export,89993400,134307.16
Mozambique,2015,titanium ores and concentrates,Export,484255,110122.9
Mozambique,2016,titanium ores and concentrates,Export,N/A,138945.13
Mozambique,2017,titanium ores and concentrates,Export,920000,156548.15
Mozambique,2018,titanium ores and concentrates,Export,1200350,193233.61
Mozambique,2019,titanium ores and concentrates,Export,1096010,199307.81
Mozambique,2020,titanium ores and concentrates,Export,1119260,188259.05
Mozambique,2021,titanium ores and concentrates,Export,1227900,372614.21
Mozambique,2022,titanium ores and concentrates,Export,N/A,406767.93
Mozambique,2023,titanium ores and concentrates,Export,1279410,371759
Mozambique,1992,titanium ores and concentrates,Import,0,0
Mozambique,1993,titanium ores and concentrates,Import,0,0
Mozambique,1994,titanium ores and concentrates,Import,0,0
Mozambique,1995,titanium ores and concentrates,Import,0,0
Mozambique,1996,titanium ores and concentrates,Import,0,0
Mozambique,1997,titanium ores and concentrates,Import,0,0
Mozambique,1998,titanium ores and concentrates,Import,0,0
Mozambique,1999,titanium ores and concentrates,Import,0,0
Mozambique,2000,titanium ores and concentrates,Import,0,0
Mozambique,2001,titanium ores and concentrates,Import,0,0
Mozambique,2002,titanium ores and concentrates,Import,0,0
Mozambique,2003,titanium ores and concentrates,Import,5,15.93
Mozambique,2004,titanium ores and concentrates,Import,0.04,0.75
Mozambique,2005,titanium ores and concentrates,Import,0,0.08
Mozambique,2006,titanium ores and concentrates,Import,N/A,6.73
Mozambique,2007,titanium ores and concentrates,Import,N/A,0.1
Mozambique,2008,titanium ores and concentrates,Import,0,0
Mozambique,2009,titanium ores and concentrates,Import,0,0
Mozambique,2010,titanium ores and concentrates,Import,0,0
Mozambique,2011,titanium ores and concentrates,Import,0,0
Mozambique,2012,titanium ores and concentrates,Import,0,0
Mozambique,2013,titanium ores and concentrates,Import,0,0
Mozambique,2014,titanium ores and concentrates,Import,0,0
Mozambique,2015,titanium ores and concentrates,Import,0,0
Mozambique,2016,titanium ores and concentrates,Import,6.313,24.03
Mozambique,2017,titanium ores and concentrates,Import,8.85384,29.91
Mozambique,2018,titanium ores and concentrates,Import,4.466,19.85
Mozambique,2019,titanium ores and concentrates,Import,0,0
Mozambique,2020,titanium ores and concentrates,Import,2,5.39
Mozambique,2021,titanium ores and concentrates,Import,0,0
Mozambique,2022,titanium ores and concentrates,Import,0,0
Mozambique,2023,titanium ores and concentrates,Import,0,0
Netherlands,1992,titanium ores and concentrates,Export,42413.1,16495.47
Netherlands,1993,titanium ores and concentrates,Export,64552.5,8898.47
Netherlands,1994,titanium ores and concentrates,Export,12704.6,4677.42
Netherlands,1995,titanium ores and concentrates,Export,6226.14,3797.23
Netherlands,1996,titanium ores and concentrates,Export,7992.33,6055.32
Netherlands,1997,titanium ores and concentrates,Export,8692.98,4538.42
Netherlands,1998,titanium ores and concentrates,Export,0,0
Netherlands,1999,titanium ores and concentrates,Export,3718.58,1831.33
Netherlands,2000,titanium ores and concentrates,Export,1834.9,891.06
Netherlands,2001,titanium ores and concentrates,Export,1988.4,977
Netherlands,2002,titanium ores and concentrates,Export,1092.83,422.32
Netherlands,2003,titanium ores and concentrates,Export,3610.81,1724.82
Netherlands,2004,titanium ores and concentrates,Export,4050.15,773.83
Netherlands,2005,titanium ores and concentrates,Export,1390.42,1175.27
Netherlands,2006,titanium ores and concentrates,Export,1660.46,1202.32
Netherlands,2007,titanium ores and concentrates,Export,449.32,451.66
Netherlands,2008,titanium ores and concentrates,Export,1341.36,1304.12
Netherlands,2009,titanium ores and concentrates,Export,13663.6,7157.8
Netherlands,2010,titanium ores and concentrates,Export,101840,29808.91
Netherlands,2011,titanium ores and concentrates,Export,69170.5,32062.12
Netherlands,2012,titanium ores and concentrates,Export,66912.5,53642.52
Netherlands,2013,titanium ores and concentrates,Export,3395.66,7621.96
Netherlands,2014,titanium ores and concentrates,Export,2503.4,3361.02
Netherlands,2015,titanium ores and concentrates,Export,2224.85,2759.58
Netherlands,2016,titanium ores and concentrates,Export,2164.45,2319.59
Netherlands,2017,titanium ores and concentrates,Export,11707.7,11418.68
Netherlands,2018,titanium ores and concentrates,Export,6263.18,7509.25
Netherlands,2019,titanium ores and concentrates,Export,7459.22,9564.64
Netherlands,2020,titanium ores and concentrates,Export,12597.6,15397.33
Netherlands,2021,titanium ores and concentrates,Export,31929.3,37634.41
Netherlands,2022,titanium ores and concentrates,Export,35200.8,52328.59
Netherlands,2023,titanium ores and concentrates,Export,33790.4,57161.81
Netherlands,1992,titanium ores and concentrates,Import,118049,38286.53
Netherlands,1993,titanium ores and concentrates,Import,122306,22289.45
Netherlands,1994,titanium ores and concentrates,Import,79293.9,27299.53
Netherlands,1995,titanium ores and concentrates,Import,57271,26489.49
Netherlands,1996,titanium ores and concentrates,Import,62819.8,34819
Netherlands,1997,titanium ores and concentrates,Import,47130.1,25793.2
Netherlands,1998,titanium ores and concentrates,Import,34600.6,17974.65
Netherlands,1999,titanium ores and concentrates,Import,60010.7,14373.45
Netherlands,2000,titanium ores and concentrates,Import,98042,22552.88
Netherlands,2001,titanium ores and concentrates,Import,103962,32610.61
Netherlands,2002,titanium ores and concentrates,Import,104309,28426.16
Netherlands,2003,titanium ores and concentrates,Import,123129,35083.93
Netherlands,2004,titanium ores and concentrates,Import,154460,40916.88
Netherlands,2005,titanium ores and concentrates,Import,127941,38808.04
Netherlands,2006,titanium ores and concentrates,Import,79376.8,41939.01
Netherlands,2007,titanium ores and concentrates,Import,103580,51948.61
Netherlands,2008,titanium ores and concentrates,Import,87769,47269.46
Netherlands,2009,titanium ores and concentrates,Import,N/A,53705.41
Netherlands,2010,titanium ores and concentrates,Import,238199,81965.66
Netherlands,2011,titanium ores and concentrates,Import,196960,115838.26
Netherlands,2012,titanium ores and concentrates,Import,158667,187868.8
Netherlands,2013,titanium ores and concentrates,Import,83675.3,102189.33
Netherlands,2014,titanium ores and concentrates,Import,114467,94569.44
Netherlands,2015,titanium ores and concentrates,Import,108341,84155.67
Netherlands,2016,titanium ores and concentrates,Import,104686,70781.54
Netherlands,2017,titanium ores and concentrates,Import,115351,84585.22
Netherlands,2018,titanium ores and concentrates,Import,104338,83157.84
Netherlands,2019,titanium ores and concentrates,Import,124726,101543.06
Netherlands,2020,titanium ores and concentrates,Import,102460,72652.6
Netherlands,2021,titanium ores and concentrates,Import,128707,104695.65
Netherlands,2022,titanium ores and concentrates,Import,154938,134646.44
Netherlands,2023,titanium ores and concentrates,Import,68055.6,71772.99
New Zealand,1992,titanium ores and concentrates,Export,0,0
New Zealand,1993,titanium ores and concentrates,Export,0,0
New Zealand,1994,titanium ores and concentrates,Export,10.875,0.01
New Zealand,1995,titanium ores and concentrates,Export,0,0
New Zealand,1996,titanium ores and concentrates,Export,0,0
New Zealand,1997,titanium ores and concentrates,Export,0.199,0.01
New Zealand,1998,titanium ores and concentrates,Export,0,0
New Zealand,1999,titanium ores and concentrates,Export,0,0
New Zealand,2000,titanium ores and concentrates,Export,0,0
New Zealand,2001,titanium ores and concentrates,Export,0,0
New Zealand,2002,titanium ores and concentrates,Export,0,0
New Zealand,2003,titanium ores and concentrates,Export,0,0
New Zealand,2004,titanium ores and concentrates,Export,20.028,0.89
New Zealand,2005,titanium ores and concentrates,Export,0,0
New Zealand,2006,titanium ores and concentrates,Export,0,0
New Zealand,2007,titanium ores and concentrates,Export,0,0
New Zealand,2008,titanium ores and concentrates,Export,0,0
New Zealand,2009,titanium ores and concentrates,Export,0,0
New Zealand,2010,titanium ores and concentrates,Export,0,0
New Zealand,2011,titanium ores and concentrates,Export,0,0
New Zealand,2012,titanium ores and concentrates,Export,0,0
New Zealand,2013,titanium ores and concentrates,Export,0,0
New Zealand,2014,titanium ores and concentrates,Export,0,0
New Zealand,2015,titanium ores and concentrates,Export,0,0
New Zealand,2016,titanium ores and concentrates,Export,0,0
New Zealand,2017,titanium ores and concentrates,Export,0,0
New Zealand,2018,titanium ores and concentrates,Export,0,0
New Zealand,2019,titanium ores and concentrates,Export,0,0
New Zealand,2020,titanium ores and concentrates,Export,0,0
New Zealand,2021,titanium ores and concentrates,Export,65.764,7.07
New Zealand,2022,titanium ores and concentrates,Export,0,0
New Zealand,2023,titanium ores and concentrates,Export,30327.5,4038.68
New Zealand,1992,titanium ores and concentrates,Import,10,7.74
New Zealand,1993,titanium ores and concentrates,Import,10.062,28.99
New Zealand,1994,titanium ores and concentrates,Import,6,3.14
New Zealand,1995,titanium ores and concentrates,Import,28,17.27
New Zealand,1996,titanium ores and concentrates,Import,12.625,7.75
New Zealand,1997,titanium ores and concentrates,Import,6.375,18.38
New Zealand,1998,titanium ores and concentrates,Import,622.792,771.99
New Zealand,1999,titanium ores and concentrates,Import,311.503,513.35
New Zealand,2000,titanium ores and concentrates,Import,0,0
New Zealand,2001,titanium ores and concentrates,Import,0,0
New Zealand,2002,titanium ores and concentrates,Import,0.02,0.03
New Zealand,2003,titanium ores and concentrates,Import,1.2,1.11
New Zealand,2004,titanium ores and concentrates,Import,6.048,5.98
New Zealand,2005,titanium ores and concentrates,Import,1,1.01
New Zealand,2006,titanium ores and concentrates,Import,23.43,17.78
New Zealand,2007,titanium ores and concentrates,Import,21.275,38.33
New Zealand,2008,titanium ores and concentrates,Import,1,1.63
New Zealand,2009,titanium ores and concentrates,Import,2.676,9.2
New Zealand,2010,titanium ores and concentrates,Import,1.3,2.25
New Zealand,2011,titanium ores and concentrates,Import,76.5,83.79
New Zealand,2012,titanium ores and concentrates,Import,54.738,185.18
New Zealand,2013,titanium ores and concentrates,Import,52.5,116.47
New Zealand,2014,titanium ores and concentrates,Import,31.15,103.87
New Zealand,2015,titanium ores and concentrates,Import,35,38.03
New Zealand,2016,titanium ores and concentrates,Import,90,85.04
New Zealand,2017,titanium ores and concentrates,Import,59.01,59.93
New Zealand,2018,titanium ores and concentrates,Import,54,53.53
New Zealand,2019,titanium ores and concentrates,Import,79.05,88.38
New Zealand,2020,titanium ores and concentrates,Import,22.53,87.17
New Zealand,2021,titanium ores and concentrates,Import,29.423,73.13
New Zealand,2022,titanium ores and concentrates,Import,72.13,169.21
New Zealand,2023,titanium ores and concentrates,Import,4.251,5.31
Nepal,1992,titanium ores and concentrates,Export,0,0
Nepal,1993,titanium ores and concentrates,Export,0,0
Nepal,1994,titanium ores and concentrates,Export,0,0
Nepal,1995,titanium ores and concentrates,Export,0,0
Nepal,1996,titanium ores and concentrates,Export,0,0
Nepal,1997,titanium ores and concentrates,Export,0,0
Nepal,1998,titanium ores and concentrates,Export,2207.42,1220.54
Nepal,1999,titanium ores and concentrates,Export,0,0
Nepal,2000,titanium ores and concentrates,Export,0,0
Nepal,2001,titanium ores and concentrates,Export,0,0
Nepal,2002,titanium ores and concentrates,Export,0,0
Nepal,2003,titanium ores and concentrates,Export,0,0
Nepal,2004,titanium ores and concentrates,Export,0,0
Nepal,2005,titanium ores and concentrates,Export,0,0
Nepal,2006,titanium ores and concentrates,Export,0,0
Nepal,2007,titanium ores and concentrates,Export,0,0
Nepal,2008,titanium ores and concentrates,Export,0,0
Nepal,2009,titanium ores and concentrates,Export,0,0
Nepal,2010,titanium ores and concentrates,Export,0,0
Nepal,2011,titanium ores and concentrates,Export,0,0
Nepal,2012,titanium ores and concentrates,Export,0,0
Nepal,2013,titanium ores and concentrates,Export,0,0
